0	s26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	r6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	r8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	r9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	r10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	r12	0	0	0	0	s27	0	0	r12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	r14	0	0	0	0	r14	s28	0	r14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	s23	0	0	0	0	0	0	0	s22	0	s24	0	0	0	0	0	0	0	0	0	0	0	0	0	29	20	21	0	0	0	0	0	0	0	0	0
0	0	r16	0	0	0	0	r16	r16	0	r16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	r17	0	0	0	0	r17	r17	0	r17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	s30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	r22	0	0	0	s32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0
0	s23	0	0	0	0	0	0	0	s22	0	s24	0	0	0	0	0	0	0	0	0	0	0	0	0	33	20	21	0	0	0	0	0	0	0	0	0
0	s23	0	0	0	0	0	0	0	s22	0	s24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	21	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	s35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s42	s43	0	0	0	0	0	0	0	0	0	0	0	r24	0	s40	s41	0	0	r24	0	0	38	39	0	0	0	0	0	0	0	36	37	0	0	0	0
0	0	0	0	0	0	0	0	0	0	r19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	r11	0	0	0	0	0	0	0	r11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	r13	0	0	0	0	r13	0	0	r13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	r15	0	0	0	0	r15	r15	0	r15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	s46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
s42	s43	0	0	0	0	0	0	0	0	0	0	0	r24	0	s40	s41	0	0	r24	0	0	38	39	0	0	0	0	0	0	0	47	37	0	0	0	0
r25	r25	0	0	0	0	0	0	0	0	0	0	0	r25	0	r25	r25	0	0	r25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	s48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	s49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	s50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	s51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	s11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	s52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	s53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	s23	0	0	s17	s18	s19	0	0	s22	0	s24	0	0	0	0	0	0	0	0	0	0	0	0	54	16	20	21	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	r23	0	0	0	0	0	r23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r26	r26	0	0	0	0	0	0	0	0	0	0	0	r26	0	r26	r26	0	0	r26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	s57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	56	0	0
0	0	0	0	0	0	s57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	56	0	0
0	0	s9	s11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	r22	0	0	0	s32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0
r18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	r18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	s60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	s61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	r31	0	0	0	0	0	0	s62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	r30	0	0	0	0	0	0	r30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	s63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	r21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	r34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	s64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	s57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	56	0	0
0	0	0	0	0	0	0	0	0	0	0	0	s66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s42	s43	0	0	0	0	0	0	0	0	0	0	0	r24	0	s40	s41	0	0	r24	0	0	38	39	0	0	0	0	0	0	0	67	37	0	0	0	0
0	0	0	0	0	0	0	0	0	0	r29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s42	s43	0	0	0	0	0	0	0	0	0	0	0	r24	0	s40	s41	0	0	r24	0	0	38	39	0	0	0	0	0	0	0	68	37	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	s69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	s70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r33	r33	0	0	0	0	0	0	0	0	0	0	0	r33	0	r33	r33	0	s72	r33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0
r28	r28	0	0	0	0	0	0	0	0	0	0	0	r28	0	r28	r28	0	0	r28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r27	r27	0	0	0	0	0	0	0	0	0	0	0	r27	0	r27	r27	0	0	r27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	s73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s42	s43	0	0	0	0	0	0	0	0	0	0	0	r24	0	s40	s41	0	0	r24	0	0	38	39	0	0	0	0	0	0	0	74	37	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	s75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r32	r32	0	0	0	0	0	0	0	0	0	0	0	r32	0	r32	r32	0	0	r32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
